Player,Equipa,Agente,Rounds,R2.0,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD,Campeonato
jvziN,QLQR,Sova,57,0.61,128.0,0.45,68.0,95.0,0.35,0.3,0.04,0.12,16.0,,0/9,11,20,44,17,2,7,br_challengers_s2_2022
URUBU,Akum,Brimstone,44,0.60,174.0,0.51,64.0,136.7,0.43,0.45,0.07,0.23,25.0,14%,1/7,11,19,37,20,3,10,br_challengers_s2_2022
SHEN,The,"Cypher, Omen",39,0.60,122.5,0.52,56.0,80.0,0.41,0.23,0.03,0.13,38.0,,0/2,10,16,31,9,1,5,br_challengers_s2_2022
mari,eu e,"Raze, Skye",32,0.59,153.0,0.45,56.0,111.7,0.44,0.34,0.09,0.03,22.0,,0/1,9,14,31,11,3,1,br_challengers_s2_2022
LeKo,Stor,Jett,37,0.59,169.5,0.64,51.0,102.9,0.57,0.16,0.08,0.24,13.0,,0/7,15,21,33,6,3,9,br_challengers_s2_2022
Hinata,E IS,"Breach, Sova",35,0.58,103.0,0.41,46.0,68.9,0.34,0.26,0.0,0.06,26.0,17%,1/6,6,12,29,9,0,2,br_challengers_s2_2022
apple,Raij,"Killjoy, Sage",35,0.56,147.5,0.62,46.0,92.9,0.51,0.11,0.06,0.09,17.0,,0/4,9,18,29,4,2,3,br_challengers_s2_2022
jnrz1k,Raij,Sova,35,0.55,115.5,0.37,66.0,94.3,0.29,0.26,0.03,0.03,25.0,11%,1/9,6,10,27,9,1,1,br_challengers_s2_2022
Hades,Boun,"Jett, Raze",37,0.55,171.0,0.57,49.0,116.7,0.54,0.11,0.22,0.22,23.0,,0/3,11,20,35,4,8,8,br_challengers_s2_2022
rkt,Amig,"Kayo, Skye",86,0.55,119.5,0.46,58.0,80.3,0.37,0.45,0.05,0.1,20.0,,0/10,12,32,69,39,4,9,br_challengers_s2_2022
Dbs,HCK,"Kayo, Jett",29,0.54,125.0,0.46,45.0,88.3,0.41,0.21,0.1,0.14,23.0,,0/3,9,12,26,6,3,4,br_challengers_s2_2022
rezol,TEAM,"Brimstone, Viper",55,0.53,116.7,0.52,58.0,80.8,0.44,0.24,0.04,0.11,31.0,,0/4,9,24,46,13,2,6,br_challengers_s2_2022
Pedracula,The,"Kayo, Raze",36,0.53,176.5,0.56,53.0,119.8,0.53,0.11,0.14,0.17,24.0,,0/4,13,19,34,4,5,6,br_challengers_s2_2022
netiin,Nort,"Sage, Kayo",49,0.53,146.5,0.54,49.0,106.4,0.45,0.33,0.1,0.24,22.0,,0/1,13,22,41,16,5,12,br_challengers_s2_2022
fz,Supr,"Jett, Kayo",84,0.53,141.8,0.53,61.0,91.4,0.45,0.25,0.07,0.19,17.0,11%,1/9,14,38,72,21,6,16,br_challengers_s2_2022
Oneluiz,NDT,"Sova, Skye",34,0.51,129.0,0.4,53.0,94.9,0.35,0.29,0.0,0.09,22.0,,0/6,7,12,30,10,0,3,br_challengers_s2_2022
Firee,BLC,Jett,76,0.49,158.3,0.62,58.0,96.2,0.53,0.12,0.2,0.2,19.0,,0/2,15,40,65,9,15,15,br_challengers_s2_2022
Suivin,trop,"Chamber, Cypher",26,0.48,138.0,0.46,54.0,86.5,0.46,0.0,0.15,0.08,22.0,,0/7,8,12,26,0,4,2,br_challengers_s2_2022
Henr12,HCK,Sova,58,0.48,106.5,0.36,43.0,72.3,0.34,0.16,0.03,0.05,35.0,9%,1/11,7,20,55,9,2,3,br_challengers_s2_2022
QueeN,Boun,"Killjoy, Sage",37,0.48,124.5,0.47,43.0,81.3,0.41,0.16,0.08,0.14,21.0,,0/4,8,15,32,6,3,5,br_challengers_s2_2022
fxlipz,NDT,"Jett, Viper",34,0.47,139.5,0.48,50.0,100.6,0.44,0.09,0.03,0.24,27.0,33%,1/3,8,15,31,3,1,8,br_challengers_s2_2022
R4F4ziiik,Não,"Sage, Reyna",37,0.47,152.5,0.47,57.0,102.2,0.46,0.22,0.08,0.27,15.0,,0/4,11,17,36,8,3,10,br_challengers_s2_2022
BlackFrost,HCK,"Killjoy, Chamber",29,0.45,124.0,0.42,45.0,85.3,0.38,0.07,0.03,0.28,17.0,,0/5,6,11,26,2,1,8,br_challengers_s2_2022
Lam,Nunc,"Kayo, Skye",51,0.43,87.0,0.41,55.0,56.8,0.31,0.24,0.02,0.04,23.0,13%,1/8,11,16,39,12,1,2,br_challengers_s2_2022
Kyouki,Grif,"Kayo, Viper",37,0.42,84.0,0.37,54.0,58.7,0.27,0.14,0.0,0.08,31.0,,0/4,7,10,27,5,0,3,br_challengers_s2_2022
Vladzera,Expe,"Sova, Omen",35,0.38,110.5,0.35,40.0,85.3,0.31,0.17,0.03,0.2,25.0,,0/7,7,11,31,6,1,7,br_challengers_s2_2022
Ciccione,Cycl,Jett,37,0.37,110.5,0.36,38.0,77.2,0.32,0.16,0.03,0.24,40.0,,0/3,7,12,33,6,1,9,br_challengers_s2_2022
waved,Furn,"Jett, Chamber",31,0.35,120.5,0.39,45.0,80.9,0.35,0.06,0.1,0.32,39.0,,0/3,7,11,28,2,3,10,br_challengers_s2_2022
Hashy,E IS,"Viper, Brimstone",35,0.31,99.5,0.33,46.0,71.3,0.31,0.29,0.03,0.2,23.0,,0/6,8,11,33,10,1,7,br_challengers_s2_2022
Jaum,boli,"Viper, Brimstone",33,0.31,87.5,0.27,42.0,60.1,0.24,0.18,0.0,0.06,6.0,,0/6,5,8,30,6,0,2,br_challengers_s2_2022
na1ne,Furn,"Omen, Viper",31,0.29,102.0,0.32,39.0,72.2,0.29,0.1,0.1,0.1,6.0,,0/2,7,9,28,3,3,3,br_challengers_s2_2022
Jannuzz1,trop,"Viper, Brimstone",26,0.27,92.0,0.27,27.0,61.2,0.27,0.0,0.04,0.08,42.0,,0/5,4,7,26,0,1,2,br_challengers_s2_2022
Tchuco,trop,Sova,26,0.23,94.5,0.31,27.0,62.7,0.31,0.04,0.0,0.12,28.0,,0/3,6,8,26,1,0,3,br_challengers_s2_2022
Hitsu,trop,Jett,26,0.22,75.5,0.23,42.0,57.0,0.23,0.04,0.04,0.27,35.0,,0/7,4,6,26,1,1,7,br_challengers_s2_2022
Novack,HCK,"Killjoy, Chamber",29,0.22,98.5,0.25,41.0,77.4,0.24,0.1,0.1,0.21,29.0,,0/2,6,7,28,3,3,6,br_challengers_s2_2022
iaguin,HCK,"Jett, Cypher",29,0.21,68.0,0.25,38.0,42.4,0.24,0.03,0.0,0.21,11.0,,0/6,6,7,28,1,0,6,br_challengers_s2_2022
Mannarino,trop,"Cypher, Kayo",26,0.17,69.0,0.19,27.0,43.5,0.19,0.04,0.08,0.15,32.0,,0/4,4,5,26,1,2,4,br_challengers_s2_2022
Jremy,TS,"Fade, Chamber, Raze",100,1.32,259.0,1.35,75.0,168.4,0.93,0.37,0.15,0.06,23.0,24%,4/17,26,93,69,37,15,6,asia_pacific_s2_2022
balua,GA,"Chamber, Kayo",120,1.30,283.3,1.32,71.0,182.7,0.99,0.18,0.2,0.1,22.0,18%,4/22,36,119,90,22,24,12,asia_pacific_s2_2022
f0rsakeN,PRX,"Chamber, Neon, Jett",304,1.26,284.7,1.48,74.0,176.1,1.01,0.18,0.2,0.12,29.0,22%,4/18,24,306,207,54,61,37,asia_pacific_s2_2022
sScary,XIA,"Astra, Viper, Brimstone",419,1.24,227.5,1.27,74.0,148.8,0.81,0.36,0.08,0.07,27.0,20%,15/76,23,338,266,152,33,30,asia_pacific_s2_2022
Lmemore,ONIC,"Chamber, Sova, Cypher",276,1.22,247.4,1.35,75.0,156.1,0.91,0.15,0.18,0.1,30.0,16%,6/37,25,252,187,42,49,28,asia_pacific_s2_2022
Nexi,RRQ,"Chamber, Killjoy, Cypher",312,1.21,240.9,1.27,75.0,153.5,0.85,0.17,0.16,0.09,25.0,21%,9/43,25,265,209,54,51,29,asia_pacific_s2_2022
Suka,CES,"Killjoy, Chamber",163,1.19,223.1,1.18,67.0,148.7,0.83,0.13,0.13,0.07,24.0,20%,5/25,27,136,115,22,21,12,asia_pacific_s2_2022
Jinggg,PRX,"Raze, Reyna, Sage",304,1.17,256.9,1.26,78.0,171.8,0.9,0.25,0.2,0.13,20.0,14%,2/14,32,274,218,75,60,40,asia_pacific_s2_2022
Lightningfast,GE,"Raze, Kayo",109,1.17,269.4,1.18,72.0,172.3,0.92,0.17,0.22,0.17,27.0,17%,1/6,33,100,85,18,24,19,asia_pacific_s2_2022
DubsteP,TS,"Kayo, Yoru, Jett",317,1.14,232.6,1.21,74.0,152.6,0.84,0.22,0.15,0.11,27.0,11%,4/36,28,267,221,70,48,34,asia_pacific_s2_2022
mindfreak,PRX,"Astra, Viper, Omen",304,1.14,190.2,1.22,78.0,123.8,0.7,0.3,0.06,0.05,32.0,15%,6/39,20,212,174,92,17,14,asia_pacific_s2_2022
maxie,BLD,"Astra, Brimstone, Omen",405,1.13,206.8,1.11,74.0,135.7,0.75,0.37,0.08,0.08,29.0,23%,11/47,26,302,271,149,32,31,asia_pacific_s2_2022
Kushy,AE,"Fade, Kayo, Sova",315,1.12,232.0,1.15,77.0,143.4,0.82,0.31,0.09,0.1,24.0,18%,6/33,29,257,224,97,29,31,asia_pacific_s2_2022
Shiro,ONIC,"Sova, Fade, Chamber",276,1.12,193.3,1.04,75.0,134.6,0.63,0.34,0.06,0.05,25.0,14%,5/35,20,175,169,95,17,14,asia_pacific_s2_2022
YESicaN,FCY,"Viper, Astra, Skye",166,1.11,217.1,1.1,70.0,143.3,0.77,0.27,0.09,0.11,29.0,23%,3/13,21,127,115,44,15,18,asia_pacific_s2_2022
wannafly,MITH,"Killjoy, Viper, Chamber",204,1.11,219.9,1.09,72.0,140.3,0.77,0.2,0.12,0.09,24.0,15%,5/33,30,158,145,41,24,19,asia_pacific_s2_2022
d4v41,PRX,"Fade, Chamber, Sova",304,1.10,190.0,1.17,75.0,126.5,0.68,0.28,0.09,0.06,27.0,18%,6/34,19,208,178,85,26,17,asia_pacific_s2_2022
fl1pzjder,BME,"Chamber, Kayo, Killjoy",406,1.09,233.4,1.15,70.0,150.2,0.82,0.17,0.18,0.14,29.0,15%,6/41,24,331,287,70,74,57,asia_pacific_s2_2022
Maple,ORD,"Sova, Fade, Skye",128,1.08,232.3,1.1,75.0,149.8,0.74,0.31,0.09,0.07,19.0,21%,3/14,17,95,86,40,11,9,asia_pacific_s2_2022
2GE,RRQ,"Astra, Fade, Skye",312,1.08,191.2,1.08,73.0,122.2,0.69,0.36,0.04,0.06,26.0,25%,11/44,19,216,200,113,12,19,asia_pacific_s2_2022
Surf,XIA,"Jett, Chamber",419,1.08,234.2,1.14,73.0,149.0,0.84,0.14,0.24,0.16,22.0,9%,4/45,34,354,310,60,101,66,asia_pacific_s2_2022
severiNe,ONIC,"Kayo, Omen, Skye",276,1.08,202.5,1.03,76.0,129.8,0.69,0.43,0.07,0.09,18.0,10%,3/29,20,191,186,118,20,24,asia_pacific_s2_2022
Excali,ENGM,"Skye, Kayo, Fade",138,1.07,221.0,1.08,77.0,143.0,0.75,0.3,0.07,0.09,30.0,8%,1/12,22,104,96,42,10,12,asia_pacific_s2_2022
FREY,GMN,"Chamber, Killjoy, Cypher",120,1.07,219.8,1.12,70.0,142.0,0.79,0.13,0.14,0.14,22.0,10%,2/21,28,95,85,16,17,17,asia_pacific_s2_2022
Benkai,PRX,"Sage, Breach, Cypher",304,1.05,178.9,1.07,76.0,115.4,0.64,0.32,0.06,0.05,27.0,24%,7/29,19,194,181,98,18,14,asia_pacific_s2_2022
deLb,AE,"Raze, Neon, Jett",315,1.05,244.8,1.14,75.0,159.6,0.83,0.17,0.15,0.13,25.0,10%,2/21,24,263,230,55,48,40,asia_pacific_s2_2022
blaZek1ng,BME,"Kayo, Sova, Skye",406,1.05,204.6,1.06,73.0,135.5,0.71,0.32,0.07,0.09,28.0,11%,6/54,24,289,273,129,28,37,asia_pacific_s2_2022
SkRossi,GE,Chamber,109,1.04,246.0,1.12,71.0,149.0,0.85,0.06,0.16,0.16,24.0,6%,1/16,21,93,83,7,17,17,asia_pacific_s2_2022
SiuFatBB,GFN,"Jett, Yoru, Skye",201,1.04,213.4,1.1,72.0,138.0,0.77,0.16,0.19,0.11,29.0,13%,2/16,21,154,140,32,38,23,asia_pacific_s2_2022
rDeeW,ORD,"Chamber, Killjoy, Cypher",128,1.04,182.9,1.16,73.0,125.6,0.7,0.13,0.13,0.09,23.0,22%,5/23,19,89,77,16,16,12,asia_pacific_s2_2022
pyth,BLD,"Viper, Breach, Killjoy",405,1.04,189.4,1.04,75.0,125.8,0.7,0.26,0.07,0.07,29.0,14%,9/65,25,282,270,105,28,29,asia_pacific_s2_2022
xffero,BME,"Astra, Viper, Breach",406,1.04,210.9,1.08,74.0,138.7,0.74,0.36,0.04,0.07,28.0,20%,9/45,21,299,278,145,18,28,asia_pacific_s2_2022
f1cio,FCY,"Jett, Chamber, Neon",166,1.04,202.4,1.05,68.0,127.4,0.73,0.08,0.16,0.13,21.0,7%,1/15,21,121,115,14,27,22,asia_pacific_s2_2022
BORKUM,TS,"Astra, Omen, Viper",317,1.04,198.3,1.11,73.0,127.9,0.72,0.29,0.07,0.08,22.0,21%,8/38,22,227,204,93,22,24,asia_pacific_s2_2022
Witz,TS,"Jett, Chamber, Skye",302,1.04,208.7,1.09,71.0,134.9,0.73,0.19,0.16,0.15,24.0,17%,5/30,23,219,201,56,47,45,asia_pacific_s2_2022
nTK,BAAM,"Jett, Sage",80,1.03,198.5,0.84,75.0,124.6,0.7,0.26,0.1,0.13,25.0,27%,3/11,23,56,67,21,8,10,asia_pacific_s2_2022
JitBoyS,FWE,"Chamber, Fade, Killjoy",106,1.01,207.4,1.0,73.0,137.9,0.72,0.22,0.1,0.07,33.0,4%,1/26,19,76,76,23,11,7,asia_pacific_s2_2022
kongared,MITH,"Skye, Kayo, Breach",204,1.01,194.1,0.99,75.0,128.6,0.71,0.28,0.07,0.06,30.0,7%,1/15,22,144,146,58,14,13,asia_pacific_s2_2022
rawfiul,ENGM,"Jett, Chamber",138,1.01,224.7,1.09,65.0,143.5,0.83,0.11,0.2,0.14,38.0,13%,2/15,26,114,105,15,27,19,asia_pacific_s2_2022
W1nner,GFN,"Sova, Kayo, Raze",201,1.01,199.3,0.98,69.0,129.0,0.67,0.29,0.06,0.08,23.0,19%,5/26,23,134,137,58,13,16,asia_pacific_s2_2022
JessieVash,TS,"Sova, Breach",317,1.00,198.4,0.97,75.0,135.2,0.67,0.33,0.08,0.06,27.0,15%,4/26,23,212,218,104,26,20,asia_pacific_s2_2022
lenne,BLD,"Skye, Sage, Sova",405,1.00,195.4,0.98,73.0,132.8,0.68,0.27,0.07,0.06,24.0,14%,7/49,22,275,282,111,30,25,asia_pacific_s2_2022
Sushiboys,XIA,"Killjoy, Sova, Fade",419,1.00,201.5,1.01,72.0,132.8,0.69,0.2,0.07,0.07,24.0,17%,7/42,22,289,286,85,30,30,asia_pacific_s2_2022
AloNeFillz,MITH,"Sova, Raze, Fade",204,0.99,199.8,0.96,74.0,133.1,0.69,0.24,0.09,0.05,18.0,11%,3/28,22,141,147,49,18,10,asia_pacific_s2_2022
d0rf,BAAM,"Skye, Kayo",80,0.99,175.3,0.93,76.0,114.0,0.7,0.43,0.03,0.06,23.0,,0/8,17,56,60,34,2,5,asia_pacific_s2_2022
Deryeon,BLD,"Raze, Chamber, Jett",405,0.99,248.5,1.03,71.0,154.3,0.84,0.2,0.21,0.2,18.0,14%,4/29,32,342,333,83,87,81,asia_pacific_s2_2022
Ripper,OAS,"Killjoy, Brimstone",36,0.99,202.5,0.79,67.0,135.3,0.61,0.31,0.08,0.14,20.0,33%,1/3,13,22,28,11,3,5,asia_pacific_s2_2022
Fung3,GFN,"Killjoy, Breach, Chamber",201,0.98,195.1,1.01,70.0,134.0,0.69,0.12,0.1,0.11,31.0,41%,9/22,17,139,137,25,21,22,asia_pacific_s2_2022
disk0,ORD,"Kayo, Breach, Skye",128,0.98,186.0,0.94,75.0,113.8,0.64,0.34,0.08,0.05,27.0,,0/14,19,82,87,43,10,6,asia_pacific_s2_2022
adrnking,AE,"Skye, Breach, Kayo",315,0.97,190.3,0.96,72.0,122.8,0.66,0.35,0.08,0.09,28.0,22%,6/27,19,208,216,111,25,29,asia_pacific_s2_2022
Apinya,FWE,"Viper, Brimstone, Astra",106,0.97,203.2,0.88,65.0,135.4,0.67,0.32,0.06,0.08,26.0,20%,2/10,22,71,81,34,6,9,asia_pacific_s2_2022
WRONSKI,ORD,"Jett, Raze, Chamber",128,0.97,233.6,1.09,63.0,145.0,0.84,0.14,0.16,0.22,31.0,38%,3/8,20,108,99,18,21,28,asia_pacific_s2_2022
frostmind,BME,"Sova, Chamber, Sage",406,0.97,175.9,0.94,74.0,112.8,0.61,0.28,0.05,0.05,33.0,19%,12/62,21,249,265,115,21,19,asia_pacific_s2_2022
kellyS,RRQ,"Raze, Jett",312,0.96,233.6,0.98,71.0,152.4,0.78,0.26,0.17,0.2,20.0,21%,4/19,24,243,248,81,53,61,asia_pacific_s2_2022
Rabbet,RRQ,"Fade, Sage, Sova",242,0.96,190.8,0.91,74.0,124.7,0.65,0.37,0.09,0.07,25.0,16%,4/25,23,158,173,89,22,16,asia_pacific_s2_2022
skillZ,GE,"Brimstone, Omen, Astra",109,0.96,197.2,0.92,72.0,142.4,0.7,0.26,0.06,0.06,26.0,13%,1/8,24,76,83,28,6,6,asia_pacific_s2_2022
x v y,AE,"Brimstone, Omen, Viper",315,0.96,157.2,0.9,75.0,99.0,0.57,0.37,0.03,0.04,27.0,14%,9/65,23,179,199,115,11,12,asia_pacific_s2_2022
Uta,GFN,"Astra, Omen, Brimstone",201,0.95,186.0,0.96,69.0,123.0,0.67,0.25,0.1,0.1,25.0,4%,1/24,24,134,139,51,21,20,asia_pacific_s2_2022
BMV,FCY,"Cypher, Skye, Breach",166,0.95,170.8,0.87,71.0,115.2,0.6,0.31,0.02,0.05,31.0,14%,4/28,21,100,115,51,4,8,asia_pacific_s2_2022
yTao,GA,"Omen, Astra, Viper",143,0.95,189.7,0.9,73.0,122.0,0.69,0.35,0.06,0.05,17.0,14%,3/22,19,99,110,50,9,7,asia_pacific_s2_2022
Antidote,ENGM,"Killjoy, Omen, Breach",138,0.95,201.5,0.96,72.0,132.0,0.69,0.25,0.12,0.09,26.0,13%,2/16,21,95,99,35,17,13,asia_pacific_s2_2022
Texta,ORD,"Viper, Omen, Brimstone",128,0.94,206.9,0.94,74.0,124.6,0.66,0.33,0.06,0.05,27.0,8%,1/13,17,85,90,42,8,7,asia_pacific_s2_2022
Kadoom,MITH,"Jett, Chamber, Neon",204,0.94,208.4,0.96,67.0,139.8,0.74,0.16,0.15,0.25,26.0,17%,2/12,22,150,157,32,30,50,asia_pacific_s2_2022
BerserX,BME,"Raze, Jett, Chamber",406,0.94,201.9,0.97,71.0,125.7,0.73,0.16,0.15,0.16,21.0,15%,4/27,19,295,304,64,61,63,asia_pacific_s2_2022
Monyet,ONIC,"Jett, Neon, Raze",276,0.94,218.1,0.99,67.0,138.4,0.74,0.19,0.14,0.18,24.0,17%,2/12,24,205,208,52,39,49,asia_pacific_s2_2022
artn,GMN,"Omen, Viper",120,0.94,179.2,0.91,63.0,103.5,0.61,0.4,0.05,0.07,15.0,10%,2/20,18,73,80,48,6,8,asia_pacific_s2_2022
KeA,CES,"Jett, Sage",163,0.94,221.3,0.94,61.0,144.3,0.78,0.19,0.11,0.16,23.0,10%,2/20,21,127,135,31,18,26,asia_pacific_s2_2022
foxz,XIA,"Sova, Skye, Fade",419,0.94,188.2,0.98,66.0,126.2,0.67,0.26,0.07,0.09,21.0,14%,7/50,27,279,284,110,28,39,asia_pacific_s2_2022
STYRON,GMN,"Sova, Fade",120,0.93,176.3,0.83,66.0,117.5,0.58,0.31,0.07,0.06,22.0,20%,3/15,17,70,84,37,8,7,asia_pacific_s2_2022
NcSlasher,ONIC,"Astra, Brimstone, Kayo",276,0.92,164.9,0.83,70.0,107.0,0.57,0.39,0.05,0.08,22.0,19%,5/27,18,157,189,108,15,21,asia_pacific_s2_2022
Teerapong,FWE,"Skye, Chamber, Sage",106,0.91,205.0,0.94,64.0,137.0,0.69,0.28,0.1,0.16,24.0,8%,1/12,22,73,78,30,11,17,asia_pacific_s2_2022
LEXY,BLD,"Sage, Raze, Killjoy",405,0.91,179.1,0.89,70.0,120.3,0.62,0.3,0.04,0.11,17.0,11%,4/36,26,253,284,120,16,46,asia_pacific_s2_2022
Hyzee,FCY,"Sova, Omen, Astra",166,0.91,201.0,0.85,67.0,131.3,0.67,0.28,0.08,0.15,32.0,8%,2/24,18,112,131,47,13,25,asia_pacific_s2_2022
Son Keke,FCY,"Kayo, Viper, Astra",166,0.91,181.3,0.82,70.0,121.0,0.59,0.37,0.08,0.13,29.0,6%,1/17,17,98,119,62,13,21,asia_pacific_s2_2022
coco,OAS,"Viper, Kayo, Killjoy",76,0.90,195.0,0.81,63.0,126.9,0.66,0.3,0.05,0.12,32.0,7%,1/15,19,50,62,23,4,9,asia_pacific_s2_2022
Draxi,RRQ,"Breach, Omen, Skye",312,0.89,170.2,0.84,69.0,108.9,0.61,0.36,0.06,0.06,22.0,16%,7/43,25,189,226,112,18,20,asia_pacific_s2_2022
Babyblue,GA,"Jett, Raze",143,0.89,194.9,1.06,69.0,122.1,0.82,0.17,0.17,0.15,25.0,11%,1/9,29,117,110,24,24,21,asia_pacific_s2_2022
Rexy,ENGM,"Omen, Killjoy, Brimstone",138,0.89,174.7,0.85,70.0,116.3,0.59,0.27,0.07,0.05,30.0,18%,3/17,19,81,95,37,9,7,asia_pacific_s2_2022
Ra1ny,GFN,"Kayo, Fade, Sova",201,0.88,171.8,0.8,68.0,113.9,0.57,0.39,0.07,0.06,22.0,7%,2/27,18,114,142,78,14,13,asia_pacific_s2_2022
natz,AE,"Chamber, Sage, Fade",315,0.88,203.9,0.97,65.0,126.4,0.71,0.19,0.15,0.14,21.0,23%,6/26,31,223,229,59,46,44,asia_pacific_s2_2022
RvK,ENGM,"Fade, Sova, Cypher",138,0.87,191.2,0.88,69.0,130.7,0.67,0.24,0.12,0.06,32.0,21%,4/19,23,92,104,33,16,8,asia_pacific_s2_2022
Nhatthong2k,BAAM,"Raze, Chamber",80,0.85,170.3,0.83,74.0,112.8,0.69,0.21,0.09,0.16,28.0,,0/5,15,55,66,17,7,13,asia_pacific_s2_2022
dzii,GMN,"Jett, Kayo",120,0.85,193.2,0.83,68.0,128.4,0.64,0.2,0.07,0.14,20.0,,0/8,20,77,93,24,8,17,asia_pacific_s2_2022
viness,CES,"Omen, Viper",163,0.82,168.9,0.82,67.0,114.5,0.6,0.23,0.02,0.09,25.0,12%,4/34,23,97,119,37,3,15,asia_pacific_s2_2022
nephh,GMN,"Kayo, Breach, Yoru",120,0.82,179.0,0.79,66.0,116.1,0.58,0.3,0.12,0.15,24.0,9%,1/11,18,70,89,36,14,18,asia_pacific_s2_2022
Crws,XIA,"Breach, Kayo, Sage",419,0.81,166.4,0.8,70.0,110.1,0.58,0.35,0.05,0.1,22.0,15%,3/20,19,242,304,148,22,40,asia_pacific_s2_2022
dispenser,TS,"Killjoy, Kayo",232,0.80,156.8,0.79,70.0,107.3,0.54,0.22,0.05,0.08,20.0,20%,4/20,18,125,158,50,11,19,asia_pacific_s2_2022
invy,OAS,"Kayo, Sova, Sage",76,0.80,181.5,0.77,58.0,117.6,0.63,0.16,0.0,0.11,35.0,15%,2/13,18,48,62,12,0,8,asia_pacific_s2_2022
P1nA,BAAM,"Astra, Viper",80,0.79,155.0,0.77,70.0,98.2,0.64,0.2,0.06,0.05,30.0,,0/12,15,51,66,16,5,4,asia_pacific_s2_2022
we1yan,GA,Sage,23,0.79,51.0,0.79,96.0,29.0,0.48,0.17,0.0,0.0,67.0,,0/1,11,11,14,4,0,0,asia_pacific_s2_2022
Flash,RRQ,Sova,70,0.77,162.0,0.72,70.0,108.6,0.56,0.26,0.04,0.11,24.0,30%,3/10,14,39,54,18,3,8,asia_pacific_s2_2022
Delend,MITH,"Astra, Brimstone, Viper",204,0.77,154.8,0.71,69.0,104.5,0.51,0.34,0.04,0.08,33.0,10%,3/29,17,105,147,70,9,17,asia_pacific_s2_2022
Marjes,FWE,"Sova, Breach, Viper",106,0.77,152.8,0.78,64.0,97.5,0.58,0.23,0.08,0.03,23.0,9%,1/11,18,62,79,24,9,3,asia_pacific_s2_2022
HellrangeR,GE,"Breach, Fade",109,0.76,131.4,0.7,64.0,82.6,0.47,0.28,0.04,0.04,27.0,6%,1/17,16,51,73,30,4,4,asia_pacific_s2_2022
Bea2,GA,"Sage, Kayo, Sova",143,0.75,127.6,0.75,66.0,83.2,0.52,0.34,0.03,0.1,20.0,8%,1/12,14,74,99,48,5,14,asia_pacific_s2_2022
Floatqq,GA,"Breach, Killjoy, Kayo",143,0.74,137.7,0.82,71.0,94.9,0.59,0.27,0.01,0.06,17.0,6%,1/17,22,85,104,39,2,9,asia_pacific_s2_2022
Killua,FWE,"Jett, Neon",106,0.74,188.0,0.82,60.0,117.5,0.67,0.11,0.18,0.13,29.0,,0/8,21,71,87,12,19,14,asia_pacific_s2_2022
Wild0reoo,OAS,"Chamber, Astra, Viper",76,0.72,180.5,0.7,58.0,105.5,0.62,0.18,0.07,0.2,30.0,8%,1/12,13,47,67,14,5,15,asia_pacific_s2_2022
Akashi,CES,"Sova, Breach",163,0.72,159.1,0.67,65.0,111.3,0.52,0.31,0.03,0.13,19.0,13%,2/15,17,85,127,51,5,21,asia_pacific_s2_2022
KappA,GE,"Sova, Sage, Breach",109,0.69,132.0,0.54,69.0,101.5,0.41,0.38,0.02,0.09,20.0,6%,1/18,15,45,83,41,2,10,asia_pacific_s2_2022
Kishi,CES,"Skye, Sage, Breach",163,0.69,188.0,0.73,63.0,121.7,0.64,0.18,0.12,0.14,26.0,9%,1/11,20,105,144,30,19,23,asia_pacific_s2_2022
Mowff,BAAM,"Cypher, Fade, Sova",80,0.67,110.3,0.55,75.0,73.7,0.43,0.29,0.06,0.06,16.0,,0/5,15,34,62,23,5,5,asia_pacific_s2_2022
kurtesy,OAS,Sova,40,0.60,138.0,0.5,58.0,102.7,0.43,0.18,0.03,0.1,16.0,,0/8,11,17,34,7,1,4,asia_pacific_s2_2022
marky,OAS,"Jett, Raze",76,0.59,153.0,0.54,59.0,109.2,0.49,0.17,0.12,0.17,19.0,17%,1/6,12,37,68,13,9,13,asia_pacific_s2_2022
MaKo,DRX,"Viper, Omen, Astra",271,1.29,245.0,1.3,79.0,153.7,0.83,0.39,0.12,0.05,25.0,6%,2/32,26,225,173,107,32,14,masters_reykjavik_2022
ScreaM,TL,"Jett, Kayo, Sage",243,1.20,260.5,1.22,75.0,164.6,0.86,0.31,0.16,0.08,33.0,16%,3/19,24,210,172,75,39,20,masters_reykjavik_2022
yay,OPTC,"Chamber, Jett",468,1.19,252.3,1.32,73.0,158.4,0.89,0.15,0.17,0.14,26.0,11%,5/45,30,417,317,69,78,66,masters_reykjavik_2022
aspas,LOUD,"Jett, Raze",240,1.18,249.3,1.26,76.0,153.0,0.88,0.15,0.14,0.16,26.0,13%,3/23,29,211,168,35,34,39,masters_reykjavik_2022
Sayaplayer,TGRD,"Jett, Raze",108,1.17,251.0,1.27,69.0,156.9,0.88,0.14,0.19,0.18,27.0,,0/15,27,95,75,15,20,19,masters_reykjavik_2022
Marved,OPTC,"Viper, Brimstone, Omen",468,1.16,224.6,1.16,73.0,146.4,0.79,0.36,0.1,0.08,31.0,25%,14/57,35,371,321,168,46,36,masters_reykjavik_2022
hoody,G2,"Sage, Skye, Sova",128,1.15,242.8,1.08,70.0,155.6,0.82,0.3,0.12,0.08,30.0,18%,2/11,24,105,97,38,15,10,masters_reykjavik_2022
